ID,MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,MI_dir_L0.01_weight,MI_dir_L0.01_mean,MI_dir_L0.01_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_weight,HH_L0.01_mean,HH_L0.01_std,HH_L0.01_magnitude,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_mean,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc,label
81395,153.8693905,74.02450106,0.660027268,256.5868547,74.03129616,1.106208316,791.0084996,74.07820067,12.59163329,7881.840757,74.22564744,121.608463,26614.23318,74.39541001,265.7010037,153.8693905,74.02450106,0.660027268,256.5868547,74.03129616,1.106208316,791.0084996,74.07820067,12.59163329,7881.840757,74.22564744,121.608463,26614.23318,74.39541001,265.7010037,153.7002984,73.9981198,0.16223227,95.26658246,0.02631931,1.86E-16,5.67E-10,256.2018397,73.99467402,0.273011609,95.26390598,0.074535338,-5.50E-17,-1.22E-10,789.4955225,73.99168788,0.341028673,95.26158657,0.116300556,6.41E-16,6.23E-10,7862.412236,73.99692494,0.207464183,95.26565436,0.043041387,4.30E-16,9.27E-10,26535.19694,73.99782376,0.174535602,95.26635251,0.030462676,-1.52E-15,-8.62E-10,153.7002984,0.001933837,3.07E-05,256.2018397,0.001913297,3.24E-05,789.4955225,0.001837397,0.001414834,7862.412236,2822.85966,4.25097E+12,26535.19694,37223.9474,5.60547E+13,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1.023560795,74,9.54E-07,95.26804291,9.09E-13,0,0,1.687414983,74,0,95.26804291,0,0,0,0
102673,185.1192258,74.12734312,48.95550572,293.8072003,74.45097985,330.6448425,812.6950526,75.75082498,1425.266318,7513.109013,74.65596103,501.5988011,38244.68157,74.37304323,252.0102697,185.1192258,74.12734312,48.95550572,293.8072003,74.45097985,330.6448425,812.6950526,75.75082498,1425.266318,7513.109013,74.65596103,501.5988011,38244.68157,74.37304323,252.0102697,184.5224918,73.9951928,0.259379417,95.26430894,0.067277682,-2.64E-16,-4.36E-10,292.8617126,73.99086826,0.357436645,95.26094995,0.127760955,6.57E-16,8.22E-10,809.276859,73.99003674,0.373344835,95.2603041,0.139386366,-1.23E-16,-1.07E-10,7490.848214,73.99747285,0.188079152,95.26607994,0.035373768,1.51E-16,2.48E-10,38129.79525,73.99818243,0.159507625,95.26663111,0.025442682,3.42E-16,3.72E-10,184.5224918,0.001591226,1.41E-05,292.8617126,0.001664351,1.95E-05,809.276859,0.001793185,2.75E-05,7490.848214,151.6384123,2.28352E+11,38129.79525,19243.73102,2.8979E+13,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1.020298801,74,1.35E-06,95.26804291,1.82E-12,0,0,1.677246919,74,1.35E-06,95.26804291,1.82E-12,0,0,0
82868,155.3895364,74.09698737,2.318296509,258.4541041,74.07820593,1.872098853,782.5814159,74.06017885,3.1015473,7876.17112,74.19563547,101.0904446,27578.89699,74.3770788,251.7110031,155.3895364,74.09698737,2.318296509,258.4541041,74.07820593,1.872098853,782.5814159,74.06017885,3.1015473,7876.17112,74.19563547,101.0904446,27578.89699,74.3770788,251.7110031,154.7615844,73.99999984,0.00148698,95.26804279,2.21E-06,-2.72E-20,-8.59E-12,257.6117291,73.99998093,0.016339978,95.2680281,0.000266995,1.50E-18,2.41E-11,780.7822719,73.9987118,0.134287723,95.26704229,0.018033193,2.47E-16,4.55E-10,7857.294429,73.99744917,0.188958013,95.26606155,0.03570513,2.97E-16,4.76E-10,27498.35351,73.997939,0.169852089,95.26644203,0.028849732,-1.17E-15,-7.85E-10,154.7615844,0.001921066,3.05E-05,257.6117291,0.001899028,2.83E-05,780.7822719,0.001857601,0.000240516,7857.294429,2341.625523,3.52628E+12,27498.35351,35252.71606,5.30863E+13,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1.023483662,74,0,95.26804291,0,0,0,1.687189606,74,9.54E-07,95.26804291,9.09E-13,0,0,0
19784,1,102,1.26E-08,1.000000205,101.9999914,0.000362064,1.006080904,101.7530246,10.28445248,2.46490871,89.57906935,337.6628789,26.86802519,92.39360115,283.6789939,1,102,1.26E-08,1.000000205,101.9999914,0.000362064,1.006080904,101.7530246,10.28445248,2.46490871,89.57906935,337.6628789,26.86802519,92.39360115,283.6789939,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.91E-06,144.2497834,3.64E-12,2.65E-192,0,1.072321688,102,1.91E-06,144.2497834,4.07E-12,-2.40E-29,-9.35E-18,4.216703111,102,0,144.2497834,3.64E-12,-2.06E-29,0,1,38.88345003,0,1,38.88345003,0,1,38.88345003,2.27E-13,1.072321688,38.90182013,0.004759374,4.216703111,413239.8535,6.22E+14,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.91E-06,144.2497834,3.64E-12,2.65E-192,0,1.072321688,102,1.91E-06,144.2497834,4.07E-12,-2.40E-29,-9.35E-18,4.216703111,102,0,144.2497834,3.64E-12,-2.06E-29,0,1
68498,161.838689,74.087877,2.10138256,274.4804907,74.07118971,1.726331816,837.2894423,74.12222614,57.13356654,7064.007417,74.79459637,588.8190757,17221.09249,74.65172862,471.5816547,161.838689,74.087877,2.10138256,274.4804907,74.07118971,1.726331816,837.2894423,74.12222614,57.13356654,7064.007417,74.79459637,588.8190757,17221.09249,74.65172862,471.5816547,161.2459801,74,6.85E-05,95.26804291,4.69E-09,-2.22E-23,-1.29E-13,273.6551803,73.99999954,0.002532427,95.26804255,6.41E-06,-5.25E-20,-7.94E-12,834.4744606,73.99965162,0.069837123,95.2677723,0.004877224,-1.25E-17,-8.83E-11,7033.38368,73.99824285,0.156834556,95.26667804,0.024597078,7.39E-17,2.33E-10,17155.71103,73.99791597,0.170798316,95.26642414,0.029172065,-1.16E-15,-1.90E-09,161.2459801,0.001823692,1.69E-05,273.6551803,0.001777189,1.62E-05,834.4744606,0.001742361,10247.66172,7033.38368,15426.93816,2.32314E+13,17155.71103,67477.02502,1.0161E+14,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,0
75983,180.0174952,74.06795751,3.218829517,293.6610047,74.04829807,2.406934669,847.7620752,74.03865028,1.486189312,7713.67487,74.3160892,216.2007271,22861.21215,74.46035704,324.4911551,180.0174952,74.06795751,3.218829517,293.6610047,74.04829807,2.406934669,847.7620752,74.03865028,1.486189312,7713.67487,74.3160892,216.2007271,22861.21215,74.46035704,324.4911551,178.6545738,74,3.16E-06,95.26804291,1.10E-11,2.16E-27,3.20E-16,291.9774473,74,4.57E-06,95.26804291,2.11E-11,4.36E-28,5.77E-17,844.9978061,73.99999996,0.000705745,95.26804288,4.98E-07,1.21E-22,5.81E-14,7691.707152,73.99935819,0.094789047,95.26754438,0.008984963,1.18E-16,9.23E-10,22788.10918,73.99856864,0.141552244,95.2669311,0.020037038,9.98E-17,6.37E-11,178.6545738,0.001654405,2.18E-05,291.9774473,0.001676495,2.70E-05,844.9978061,0.001717581,1.046549552,7691.707152,5634.793779,8.48548E+12,22788.10918,46344.90821,6.97893E+13,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,0
53941,189.2340951,74.12074929,3.30680998,301.9723483,74.10651009,7.469142784,839.8521877,74.19260827,37.58202762,3748.025622,74.15618124,31.57763139,4874.229,74.14308614,27.90413411,189.2340951,74.12074929,3.30680998,301.9723483,74.10651009,7.469142784,839.8521877,74.19260827,37.58202762,3748.025622,74.15618124,31.57763139,4874.229,74.14308614,27.90413411,188.2950529,73.99999985,0.001463998,95.26804279,2.14E-06,1.33E-20,4.78E-12,300.8730785,73.99997622,0.018247756,95.26802444,0.000332981,1.56E-18,5.16E-11,837.3256493,73.99787799,0.172347533,95.26639463,0.029703672,-2.44E-16,-5.62E-10,3736.341273,73.99431201,0.282133891,95.2636248,0.079599532,3.25E-15,0,4858.75451,73.99439394,0.280095385,95.26368844,0.078453425,-1.30E-15,-1.02E-09,188.2950529,0.001554731,352.7700919,300.8730785,0.039587655,57181464.51,837.3256493,3533.882512,5.32171E+12,3736.341273,216116.7026,3.25407E+14,4858.75451,291211.6667,4.38455E+14,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,0
20799,2.999341694,101.9999994,2.60E-05,2.999643646,101.9994581,0.022760661,3.034779635,101.5304296,19.44711289,4.839864333,93.68768177,261.9151708,31.3074574,91.67365503,302.3698714,2.999341694,101.9999994,2.60E-05,2.999643646,101.9994581,0.022760661,3.034779635,101.5304296,19.44711289,4.839864333,93.68768177,261.9151708,31.3074574,91.67365503,302.3698714,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,1.82E-12,1.36E-86,0,1.072070331,102,1.35E-06,144.2497834,1.82E-12,2.38E-50,0,4.221416796,102,0,144.2497834,0,-1.20E-29,0,1,38.93818998,0,1,38.93818998,0,1,38.93818998,2.27E-13,1.072070331,38.94855985,0.001651448,4.221416796,39.00331313,1.015221949,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,1.82E-12,1.36E-86,0,1.072070331,102,1.35E-06,144.2497834,1.82E-12,2.38E-50,0,4.221416796,102,0,144.2497834,0,-1.20E-29,0,1
107190,194.7733682,78.77957111,3963.651121,307.2778508,77.81421181,3159.380395,865.9051542,75.76640135,1435.790671,7824.236533,74.63420832,466.120144,40591.40502,74.38896934,262.2316302,194.7733682,78.77957111,3963.651121,307.2778508,77.81421181,3159.380395,865.9051542,75.76640135,1435.790671,7824.236533,74.63420832,466.120144,40591.40502,74.38896934,262.2316302,193.6152378,74,2.13E-06,95.26804291,5.08E-12,9.43E-28,2.93E-16,305.7049844,74,8.99E-05,95.26804291,8.08E-09,-1.08E-22,-6.27E-13,862.7649358,73.99996224,0.022991775,95.26801358,0.000528622,7.29E-18,1.30E-10,7799.102895,73.99860119,0.139933578,95.26695638,0.019581406,2.71E-16,3.25E-10,40467.11079,73.99837924,0.150625222,95.26678398,0.022687957,2.99E-16,3.65E-10,193.6152378,0.001526543,1.95E-05,305.7049844,0.001599375,2.36E-05,862.7649358,0.001683579,3.06E-05,7799.102895,83.93456387,1.26395E+11,40467.11079,17159.93656,2.58411E+13,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1.020625317,74,0,95.26804291,4.55E-13,0,0,2.141878041,74,1.35E-06,95.26804291,1.87E-12,4.16E-29,4.58E-17,0
73390,126.3439512,74.01627247,0.390274573,209.9808995,74.02918179,0.699511287,711.0860601,74.04061406,1.121315911,7478.902674,74.42851965,303.8409981,20949.21516,74.5131151,365.1238668,126.3439512,74.01627247,0.390274573,209.9808995,74.02918179,0.699511287,711.0860601,74.04061406,1.121315911,7478.902674,74.42851965,303.8409981,20949.21516,74.5131151,365.1238668,126.2582875,74,1.91E-06,95.26804291,4.29E-12,-1.58E-27,-5.49E-16,209.7255821,74,2.70E-06,95.26804291,9.09E-12,3.74E-27,5.93E-16,709.8860877,73.99999905,0.003648648,95.26804217,1.33E-05,1.58E-19,1.19E-11,7456.187958,73.99909626,0.112479028,95.26734093,0.012651532,1.11E-16,4.61E-10,20879.91526,73.99838846,0.150196632,95.26679114,0.022559028,-3.58E-16,-2.32E-10,126.2582875,0.002354098,3.54E-05,209.7255821,0.002333811,3.46E-05,709.8860877,0.002042593,27.97087929,7456.187958,7934.37832,1.19484E+13,20879.91526,52178.84799,7.85741E+13,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,0
66306,171.0223777,74.02841283,2.565332767,284.3263748,74.10371408,50.17517818,831.8449717,75.03539853,759.0517393,6660.555922,75.07839481,809.3477427,15454.38398,74.73985696,539.1110439,171.0223777,74.02841283,2.565332767,284.3263748,74.10371408,50.17517818,831.8449717,75.03539853,759.0517393,6660.555922,75.07839481,809.3477427,15454.38398,74.73985696,539.1110439,170.8407694,73.99985845,0.044515398,95.26793296,0.001981621,-2.55E-18,-1.74E-11,283.8899402,73.99891509,0.123237908,95.2672002,0.015187582,2.98E-16,9.58E-10,829.1574343,73.99526889,0.257319193,95.26436804,0.066213167,1.14E-17,6.58E-11,6634.789886,73.99758365,0.183910566,95.26616601,0.033823096,2.50E-16,2.88E-10,15400.36906,73.99761723,0.182628439,95.26619209,0.033353147,-1.42E-15,-3.08E-09,170.8407694,0.001720921,1.60E-05,283.8899402,0.001713919,1.66E-05,829.1574343,0.001839469,139165.7753,6634.789886,21214.36428,3.19466E+13,15400.36906,77149.8055,1.16175E+14,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,0
558,3.999227755,101.9999999,4.75E-07,3.999606463,101.9999301,0.000279764,4.04104563,101.9592183,0.161463524,5.307037428,100.4446582,39.13886667,30.32515091,94.3195945,237.1925117,3.999227755,101.9999999,4.75E-07,3.999606463,101.9999301,0.000279764,4.04104563,101.9592183,0.161463524,5.307037428,100.4446582,39.13886667,30.32515091,94.3195945,237.1925117,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,2.57E-12,5.25E-145,2.88E-133,1.071951774,102,0,144.2497834,0,-4.83E-41,0,4.223475164,101.9999998,0.002712915,144.2497831,8.52E-06,4.73E-14,8.41E-09,1,39.02999091,0,1,39.02999091,0,1,39.02999091,1.59E-12,1.071951774,38.97283075,0.061599803,4.223475164,45.2644905,9458640760,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,2.57E-12,5.25E-145,2.88E-133,1.071951774,102,0,144.2497834,0,-4.83E-41,0,4.223475164,101.9999998,0.002712915,144.2497831,8.52E-06,4.73E-14,8.41E-09,1
70129,155.2051251,74.00689077,0.165331091,266.2936145,74.01554005,0.372789898,831.8053169,74.0406654,8.827533177,7300.633015,74.63931385,469.5693095,18505.63351,74.59741406,430.5143366,155.2051251,74.00689077,0.165331091,266.2936145,74.01554005,0.372789898,831.8053169,74.0406654,8.827533177,7300.633015,74.63931385,469.5693095,18505.63351,74.59741406,430.5143366,155.1605633,74,3.44E-06,95.26804291,1.27E-11,-4.41E-27,-6.01E-16,266.1211557,74,0.000140141,95.26804291,1.96E-08,-1.78E-22,-7.70E-13,830.6044486,73.99994963,0.026554441,95.26800379,0.000705138,-1.23E-18,-6.86E-11,7273.592207,73.99860031,0.139977639,95.2669557,0.019593739,2.39E-17,3.52E-11,18439.52689,73.99809829,0.163157205,95.26656576,0.026620273,-9.47E-16,-1.55E-09,155.1605633,0.001894977,1.73E-05,266.1211557,0.001827142,1.62E-05,830.6044486,0.001744485,1481.552953,7273.592207,12288.60179,1.85054E+13,18439.52689,61573.75116,9.2721E+13,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,0
54286,177.3853361,74.01330969,0.365925949,285.660256,74.02884225,2.024836385,821.3459914,74.12508119,24.41448447,3920.301389,74.14269081,28.85198236,5196.506184,74.13360431,26.05628826,177.3853361,74.01330969,0.365925949,285.660256,74.02884225,2.024836385,821.3459914,74.12508119,24.41448447,3920.301389,74.14269081,28.85198236,5196.506184,74.13360431,26.05628826,177.2883103,73.99999998,0.00048497,95.2680429,2.35E-07,9.78E-22,1.22E-12,285.3786607,73.99999358,0.009483119,95.26803792,8.99E-05,2.98E-20,1.02E-12,819.7413933,73.99862341,0.138817935,95.26697364,0.019270419,-1.28E-16,-2.49E-10,3909.135622,73.99480472,0.269642175,95.2640075,0.072706902,2.87E-15,9.10E-09,5181.101786,73.99476654,0.270630882,95.26397785,0.073241074,-1.33E-15,-1.16E-09,177.2883103,0.001660232,38.71261944,285.3786607,0.01196536,15443231.91,819.7413933,2292.504096,3.45231E+12,3909.135622,197395.9184,2.97222E+14,5181.101786,271856.6783,4.09319E+14,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,0
81625,172.0287279,74.00612151,0.165018276,279.3707116,74.01337267,0.47291625,815.6022546,74.05876757,9.46371716,7910.394737,74.21917064,118.1193295,26776.13787,74.39201793,263.4229778,172.0287279,74.00612151,0.165018276,279.3707116,74.01337267,0.47291625,815.6022546,74.05876757,9.46371716,7910.394737,74.21917064,118.1193295,26776.13787,74.39201793,263.4229778,171.9814949,73.99953062,0.081061937,95.26767832,0.006571038,2.41E-17,1.67E-10,279.1915886,73.9977262,0.178404266,95.26627673,0.031828082,3.97E-17,3.30E-10,814.4299057,73.99375644,0.295585582,95.26319327,0.087370836,6.31E-16,1.42E-09,7891.455512,73.99701342,0.204458457,95.26572308,0.041803261,4.21E-16,7.19E-10,26697.30297,73.99784248,0.173783246,95.26636705,0.030200616,-1.46E-15,-8.40E-10,171.9814949,0.001704592,1.31E-05,279.1915886,0.0017438,1.80E-05,814.4299057,0.001779802,0.001064559,7891.455512,2741.640122,4.12866E+12,26697.30297,36903.67328,5.55724E+13,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1.023629116,74,9.54E-07,95.26804291,9.09E-13,0,0,1.68761406,74,0,95.26804291,0,0,0,0
64357,191.3815489,74.12324869,2.942779263,305.4486664,74.0866079,2.072902607,862.3064103,74.06998768,12.54484291,6300.938145,74.52111537,373.3025168,13866.10484,74.44047671,303.3379814,191.3815489,74.12324869,2.942779263,305.4486664,74.0866079,2.072902607,862.3064103,74.06998768,12.54484291,6300.938145,74.52111537,373.3025168,13866.10484,74.44047671,303.3379814,190.3987351,74,1.65E-06,95.26804291,2.73E-12,-2.22E-28,0,304.3463209,74,3.02E-06,95.26804291,9.14E-12,-2.93E-27,-1.02E-15,860.2442482,74,9.42E-05,95.26804291,8.87E-09,-9.96E-24,-5.23E-14,6279.936287,73.99924495,0.102810849,95.26745643,0.010570071,2.77E-16,7.30E-10,13821.8329,73.99830383,0.154089279,95.26672541,0.023743506,-1.70E-15,-1.94E-09,190.3987351,0.001545189,1.52E-05,304.3463209,0.001598564,1.55E-05,860.2442482,0.002739097,1583269.751,6279.936287,28688.15862,4.32011E+13,13821.8329,88109.02532,1.32677E+14,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,0
86926,166.6861994,74.12728659,3.038676451,276.2551735,74.09001377,2.152754623,808.5203247,74.06147481,3.325622056,7658.952217,74.16686178,73.0133622,30027.75566,74.34615931,223.8351723,166.6861994,74.12728659,3.038676451,276.2551735,74.09001377,2.152754623,808.5203247,74.06147481,3.325622056,7658.952217,74.16686178,73.0133622,30027.75566,74.34615931,223.8351723,165.8021611,74,3.16E-06,95.26804291,1.00E-11,2.06E-27,9.64E-16,275.2190713,74,2.86E-06,95.26804291,8.78E-12,-1.68E-25,-3.29E-14,806.5834745,73.99999544,0.007986588,95.26803937,6.38E-05,-1.81E-19,-7.15E-12,7640.000698,73.9985033,0.144746458,95.26688035,0.020951537,2.53E-16,7.18E-10,29940.94272,73.99821044,0.158273921,95.26665287,0.025050634,-4.68E-16,-3.42E-10,165.8021611,0.001790822,2.78E-05,275.2190713,0.001784763,3.44E-05,806.5834745,0.001803181,4.02E-05,7640.000698,1373.94789,2.06904E+12,29940.94272,30609.84288,4.60949E+13,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1.021917534,74,0,95.26804291,0,0,0,1.682463091,74,0,95.26804291,0,0,0,0
83954,134.8026048,74.04305984,13.70422997,203.1883938,74.15486453,54.24364963,600.1421366,74.3123962,110.6317149,7505.91529,74.22362206,107.521692,28137.87244,74.37819902,247.7907819,134.8026048,74.04305984,13.70422997,203.1883938,74.15486453,54.24364963,600.1421366,74.3123962,110.6317149,7505.91529,74.22362206,107.521692,28137.87244,74.37819902,247.7907819,134.7181726,74,1.44E-05,95.26804291,2.07E-10,-1.09E-24,-2.80E-14,202.8119135,73.99999992,0.001080641,95.26804285,1.17E-06,-4.70E-21,-3.73E-12,597.8741576,73.99974596,0.059636188,95.26784558,0.003556475,3.90E-17,4.85E-10,7485.739875,73.99778375,0.176132458,95.26632143,0.031022643,2.35E-16,3.16E-10,28053.88431,73.99801765,0.166580412,95.26650311,0.027749034,-9.53E-16,-5.98E-10,134.7181726,0.002343963,0.000136898,202.8119135,0.002541765,0.000179498,597.8741576,0.002470464,0.000209132,7485.739875,2034.488777,3.06376E+12,28053.88431,33907.53527,5.10607E+13,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1.022158994,74,1.35E-06,95.26804291,1.82E-12,0,0,1.683211242,74,0,95.26804291,0,0,0,0
24114,4.977089651,101.9999999,2.11E-07,4.986240114,101.9999607,0.000157256,5.031970989,101.97091,0.11551365,6.297327248,100.6849877,33.70331941,31.60585824,94.01774144,245.8512065,4.977089651,101.9999999,2.11E-07,4.986240114,101.9999607,0.000157256,5.031970989,101.97091,0.11551365,6.297327248,100.6849877,33.70331941,31.60585824,94.01774144,245.8512065,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,3.04E-297,0,1.071713868,102,1.35E-06,144.2497834,4.07E-12,-4.56E-48,-1.77E-36,4.219849373,102,1.35E-06,144.2497834,2.57E-12,1.67E-30,9.17E-19,1,39.01397204,0,1,39.01397204,0,1,39.01397204,0,1.071713868,39.01523919,2.26E-05,4.219849373,39.01983708,0.001941681,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,3.04E-297,0,1.071713868,102,1.35E-06,144.2497834,4.07E-12,-4.56E-48,-1.77E-36,4.219849373,102,1.35E-06,144.2497834,2.57E-12,1.67E-30,9.17E-19,1
71751,169.518585,74.01498799,0.359487148,276.5672589,74.02516475,0.603321011,824.1672414,74.03783502,2.025019172,7473.808058,74.52202665,377.3761799,19752.82385,74.55244282,395.6195149,169.518585,74.01498799,0.359487148,276.5672589,74.02516475,0.603321011,824.1672414,74.03783502,2.025019172,7473.808058,74.52202665,377.3761799,19752.82385,74.55244282,395.6195149,169.4127208,74,3.16E-06,95.26804291,1.08E-11,1.26E-27,1.96E-16,276.2772694,74,8.04E-06,95.26804291,6.49E-11,1.40E-25,6.68E-15,822.8974013,73.99999283,0.010021568,95.26803734,0.000100432,5.89E-20,2.75E-12,7448.901472,73.99887632,0.125420539,95.26717009,0.015730312,3.17E-17,5.14E-11,19685.03385,73.99825316,0.156373515,95.26668605,0.024452676,-6.70E-16,-5.19E-10,169.4127208,0.001741356,1.98E-05,276.2772694,0.001764747,2.06E-05,822.8974013,0.001760707,211.0148205,7448.901472,9865.382397,1.48563E+13,19685.03385,56559.38695,8.51704E+13,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,0
90727,8.39777929,76.38501472,51.55244543,11.47397286,76.08192678,45.66708863,174.7137118,74.23902625,6.202598399,6527.147185,74.11608741,45.14785416,31769.68417,74.30991494,198.3211059,8.39777929,76.38501472,51.55244543,11.47397286,76.08192678,45.66708863,174.7137118,74.23902625,6.202598399,6527.147185,74.11608741,45.14785416,31769.68417,74.30991494,198.3211059,7.563235137,74,1.35E-06,95.26804291,5.75E-12,3.04E-31,9.64E-20,10.47741697,74,9.54E-07,95.26804291,1.29E-12,1.33E-29,1.46E-17,172.6164909,73.99999997,0.00064898,95.26804289,4.21E-07,8.38E-23,6.38E-14,6502.514906,73.99908764,0.113014007,95.26733423,0.012772166,1.59E-16,4.92E-10,31668.12598,73.9984155,0.148930971,95.26681215,0.022180434,-4.86E-17,-3.31E-11,7.563235137,0.161608497,0.244335629,10.47741697,0.144573581,0.226212334,172.6164909,0.012882241,0.019073216,6502.514906,837.5318889,1.26125E+12,31668.12598,27102.29449,4.0813E+13,1.00002994,74,9.54E-07,95.26804291,9.09E-13,0,0,1.00193085,74,0,95.26804291,0,0,0,1.124522983,74,0,95.26804291,0,0,0,1.834505035,74,9.54E-07,95.26804291,9.09E-13,0,0,2.663830052,74,0,95.26804291,0,0,0,0
